Date,City,Country,Parent_Category,Sub_Category,Sales,Profit,Lat,Lon
2025-10-07,Halifax,Canada,Data Analytics,BI Dashboard Pro,22256.68277518664,5093.368344025831,44.6488,-63.5752
2025-06-18,Halifax,Canada,Data Analytics,BI Dashboard Pro,11411.027655777114,3863.5074464200575,44.6488,-63.5752
2025-03-27,New York,United States,Tech Support,24/7 Support,20507.726118493763,8507.894765089179,40.7128,-74.006
2025-06-22,Toronto,Canada,Data Analytics,Server Rack,15837.765059621071,4126.947099435271,43.6532,-79.3832
2025-11-03,Miami,United States,Tech Support,Cloud Migration,1923.5671595093527,876.79488031289,25.7617,-80.1918
2025-04-19,Dartmouth,Canada,Tech Support,24/7 Support,9269.204495688016,4101.834394209554,44.6662,-63.5682
2025-12-22,New York,United States,Data Analytics,Quantivo AI License,10555.978812536425,3055.1721007901574,40.7128,-74.006
2025-03-17,Miami,United States,Apparel,ME-U Hoodie,18484.739863912044,3936.8889641855635,25.7617,-80.1918
2025-08-28,Halifax,Canada,Data Analytics,BI Dashboard Pro,19486.59022636527,8749.940428550271,44.6488,-63.5752
2025-10-20,Vancouver,Canada,Tech Support,24/7 Support,22365.819412950714,9883.902768432123,49.2827,-123.1207
2025-09-25,Toronto,Canada,Data Analytics,BI Dashboard Pro,14074.932901936374,4599.380435940126,43.6532,-79.3832
2025-09-02,Miami,United States,Tech Support,24/7 Support,12962.150247876827,4666.8488805361085,25.7617,-80.1918
2025-02-15,Dartmouth,Canada,Data Analytics,Server Rack,12605.042678383605,5471.791718744755,44.6662,-63.5682
2026-01-24,New York,United States,Data Analytics,BI Dashboard Pro,16235.994666254786,5469.0026965868665,40.7128,-74.006
2025-05-08,Toronto,Canada,Data Analytics,BI Dashboard Pro,17746.002626860944,6119.220278803634,43.6532,-79.3832
2025-02-24,Dartmouth,Canada,Apparel,ME-U Hoodie,1706.8565773570388,781.4307042049516,44.6662,-63.5682
2026-01-30,Dartmouth,Canada,Tech Support,Cloud Migration,19408.27491998377,8491.152279648943,44.6662,-63.5682
2025-08-03,Halifax,Canada,Data Analytics,BI Dashboard Pro,23919.899622421093,7271.556844417725,44.6488,-63.5752
2025-12-09,Miami,United States,Apparel,Streetwear Cap,9328.82022532833,3617.4673711456844,25.7617,-80.1918
2026-01-22,Halifax,Canada,Apparel,ME-U Hoodie,17666.251419966422,6701.4691721030595,44.6488,-63.5752
2025-08-24,Miami,United States,Tech Support,24/7 Support,9513.017582895567,2907.4666336938412,25.7617,-80.1918
2025-12-27,Miami,United States,Tech Support,Cloud Migration,10086.342882458603,4161.652716316979,25.7617,-80.1918
2026-01-20,New York,United States,Tech Support,24/7 Support,15748.728761187447,4528.630326000042,40.7128,-74.006
2026-01-19,Halifax,Canada,Data Analytics,Server Rack,6795.706939862468,2493.509267579553,44.6488,-63.5752
2025-07-30,Vancouver,Canada,Tech Support,24/7 Support,9414.234585366667,2909.7491590729455,49.2827,-123.1207
2025-01-30,Toronto,Canada,Data Analytics,Server Rack,18508.23485162819,8353.646252880792,43.6532,-79.3832
2025-03-25,Toronto,Canada,Tech Support,24/7 Support,2652.3307932714697,1111.3667511138087,43.6532,-79.3832
2025-10-04,Dartmouth,Canada,Apparel,ME-U Hoodie,6109.300109223958,2502.3077032424576,44.6662,-63.5682
2025-08-09,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,10755.226179279469,2938.121191501859,44.6662,-63.5682
2025-10-07,Miami,United States,Data Analytics,Quantivo AI License,13902.582484077504,5909.496627177833,25.7617,-80.1918
2025-07-08,Halifax,Canada,Data Analytics,Quantivo AI License,5691.849205025328,1609.081382612258,44.6488,-63.5752
2025-11-03,Dartmouth,Canada,Data Analytics,Quantivo AI License,20791.15821071767,8608.317326664042,44.6662,-63.5682
2025-02-20,Halifax,Canada,Data Analytics,BI Dashboard Pro,14428.17271986784,6206.655761192668,44.6488,-63.5752
2025-08-13,Vancouver,Canada,Tech Support,24/7 Support,6028.9641887435455,2117.2582125769036,49.2827,-123.1207
2025-09-27,Vancouver,Canada,Apparel,Streetwear Cap,21602.797886179076,4973.915314343553,49.2827,-123.1207
2025-05-18,Toronto,Canada,Data Analytics,Server Rack,2744.6703473639377,855.3444749040724,43.6532,-79.3832
2025-12-14,Halifax,Canada,Tech Support,Cloud Migration,10255.789394740974,2345.1216136269954,44.6488,-63.5752
2025-12-01,Dartmouth,Canada,Tech Support,Cloud Migration,1608.1433451798164,335.31058604278195,44.6662,-63.5682
2025-02-23,Dartmouth,Canada,Apparel,ME-U Hoodie,10842.377421392255,2943.679518538686,44.6662,-63.5682
2025-12-13,Toronto,Canada,Apparel,ME-U Hoodie,9111.301329703849,2378.2470168612035,43.6532,-79.3832
2025-11-19,New York,United States,Data Analytics,Quantivo AI License,24524.480588507897,5562.260752100904,40.7128,-74.006
2025-11-29,Vancouver,Canada,Data Analytics,Quantivo AI License,12180.393849363629,4262.770385301798,49.2827,-123.1207
2025-10-02,Miami,United States,Tech Support,24/7 Support,13009.17089131374,6227.083574399514,25.7617,-80.1918
2025-03-12,New York,United States,Data Analytics,Server Rack,11938.738812854475,2562.7313106498477,40.7128,-74.006
2026-01-27,Miami,United States,Tech Support,24/7 Support,18698.685895906765,5019.728482519421,25.7617,-80.1918
2025-07-22,Dartmouth,Canada,Data Analytics,Server Rack,3980.3427493065124,1025.6781365432978,44.6662,-63.5682
2025-02-07,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,2906.4580251242714,892.8320959699779,44.6662,-63.5682
2025-01-01,Dartmouth,Canada,Data Analytics,Server Rack,7652.977744199959,2264.3817310203963,44.6662,-63.5682
2025-08-18,Toronto,Canada,Tech Support,24/7 Support,11237.731514272886,5268.087116452473,43.6532,-79.3832
2025-02-07,Dartmouth,Canada,Apparel,Streetwear Cap,22518.74805641257,10615.066220616163,44.6662,-63.5682
2025-11-13,Halifax,Canada,Data Analytics,BI Dashboard Pro,19194.858312847005,5688.425237861354,44.6488,-63.5752
2025-06-23,Miami,United States,Tech Support,24/7 Support,6670.62401522429,2261.865107006035,25.7617,-80.1918
2025-05-13,Dartmouth,Canada,Apparel,Streetwear Cap,6592.751592982757,3086.715029433474,44.6662,-63.5682
2025-07-27,Dartmouth,Canada,Tech Support,24/7 Support,13207.284624240076,3139.1428480098734,44.6662,-63.5682
2025-12-20,Dartmouth,Canada,Apparel,Streetwear Cap,2981.471006608629,959.2829693535913,44.6662,-63.5682
2025-09-17,Vancouver,Canada,Data Analytics,BI Dashboard Pro,7934.535437542023,2805.906092505377,49.2827,-123.1207
2025-02-07,Vancouver,Canada,Apparel,ME-U Hoodie,8826.81031909876,3662.1419045920816,49.2827,-123.1207
2025-01-06,Toronto,Canada,Tech Support,24/7 Support,1500.7759339692807,338.27316440046917,43.6532,-79.3832
2025-10-25,Halifax,Canada,Apparel,ME-U Hoodie,22676.505735232615,9943.09127939543,44.6488,-63.5752
2025-04-11,Vancouver,Canada,Apparel,ME-U Hoodie,12237.948247177597,5218.091011688713,49.2827,-123.1207
2025-01-30,Halifax,Canada,Data Analytics,Quantivo AI License,6104.901948702171,3017.987066317621,44.6488,-63.5752
2025-01-04,New York,United States,Tech Support,Cloud Migration,14535.505729772029,7248.412574005921,40.7128,-74.006
2026-01-13,Miami,United States,Apparel,ME-U Hoodie,3671.948080092058,925.186345914943,25.7617,-80.1918
2025-09-10,Halifax,Canada,Data Analytics,Quantivo AI License,13249.54556821881,5697.189602817217,44.6488,-63.5752
2025-06-27,Vancouver,Canada,Apparel,ME-U Hoodie,14496.9409658132,4535.662866393226,49.2827,-123.1207
2026-02-04,New York,United States,Apparel,Streetwear Cap,18926.3767503517,7609.867515259116,40.7128,-74.006
2025-01-06,Dartmouth,Canada,Tech Support,Cloud Migration,19481.44177226277,4111.3204504696305,44.6662,-63.5682
2025-11-18,Toronto,Canada,Tech Support,Cloud Migration,2907.175780382273,966.7602212429416,43.6532,-79.3832
2025-09-09,Vancouver,Canada,Tech Support,24/7 Support,2566.429599695165,1105.5575640032541,49.2827,-123.1207
2025-02-07,New York,United States,Apparel,ME-U Hoodie,15305.040371895484,4507.6557142595275,40.7128,-74.006
2025-06-05,Dartmouth,Canada,Tech Support,24/7 Support,16976.1640263423,6686.8201022461735,44.6662,-63.5682
2025-09-12,Halifax,Canada,Data Analytics,BI Dashboard Pro,22026.523416402757,5694.6239415590535,44.6488,-63.5752
2025-12-09,Toronto,Canada,Apparel,ME-U Hoodie,11626.237434637238,5604.4786715099735,43.6532,-79.3832
2025-06-05,Halifax,Canada,Tech Support,24/7 Support,21738.794507909282,7266.541620023201,44.6488,-63.5752
2025-08-09,Dartmouth,Canada,Data Analytics,Quantivo AI License,9628.283634391595,2806.488826647172,44.6662,-63.5682
2025-04-11,Miami,United States,Tech Support,Cloud Migration,6536.067253412024,2450.63488795016,25.7617,-80.1918
2025-04-23,Toronto,Canada,Apparel,Streetwear Cap,22268.10454883446,6313.2140304890345,43.6532,-79.3832
2025-06-06,New York,United States,Tech Support,24/7 Support,12052.726007652018,4527.472896293307,40.7128,-74.006
2025-09-26,New York,United States,Tech Support,24/7 Support,1444.6461737113214,649.0292630443697,40.7128,-74.006
2025-07-24,Vancouver,Canada,Tech Support,24/7 Support,15118.717754281804,4368.6643024131645,49.2827,-123.1207
2025-01-13,Halifax,Canada,Apparel,Streetwear Cap,14093.761730521137,3272.3183212782155,44.6488,-63.5752
2025-07-07,Dartmouth,Canada,Data Analytics,Quantivo AI License,2286.1979660049965,1090.1950881547398,44.6662,-63.5682
2025-03-17,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,2465.5317040729033,532.8915969016108,44.6662,-63.5682
2025-04-19,Miami,United States,Tech Support,Cloud Migration,10766.613928585695,4646.388667268531,25.7617,-80.1918
2025-03-15,Miami,United States,Data Analytics,Quantivo AI License,16010.038996948126,5446.010130560505,25.7617,-80.1918
2025-08-31,Halifax,Canada,Apparel,Streetwear Cap,24607.229513494538,12125.546857429574,44.6488,-63.5752
2025-12-09,Vancouver,Canada,Data Analytics,Quantivo AI License,8255.282704572686,4019.663887558086,49.2827,-123.1207
2025-03-29,Toronto,Canada,Apparel,ME-U Hoodie,23276.264850249547,6023.963679476919,43.6532,-79.3832
2025-06-12,Miami,United States,Data Analytics,Server Rack,13490.82198313524,2759.143339694472,25.7617,-80.1918
2025-11-21,Vancouver,Canada,Tech Support,24/7 Support,3365.9889335390953,987.281582595663,49.2827,-123.1207
2026-01-01,Toronto,Canada,Data Analytics,Server Rack,6313.956315776768,3080.5253979617455,43.6532,-79.3832
2026-01-29,Dartmouth,Canada,Data Analytics,Quantivo AI License,18214.009195070466,8163.479436543658,44.6662,-63.5682
2025-12-04,Toronto,Canada,Data Analytics,Quantivo AI License,2905.3503741271297,597.2526024124514,43.6532,-79.3832
2026-01-08,Dartmouth,Canada,Data Analytics,Quantivo AI License,7001.412100700035,2969.700943647615,44.6662,-63.5682
2025-07-11,Dartmouth,Canada,Data Analytics,Quantivo AI License,11728.436868069173,4531.634214728002,44.6662,-63.5682
2025-08-02,Vancouver,Canada,Tech Support,Cloud Migration,1024.7545633391662,394.3301162592824,49.2827,-123.1207
2026-01-23,Dartmouth,Canada,Tech Support,24/7 Support,6253.954026718746,1899.4923582322094,44.6662,-63.5682
2025-01-27,Halifax,Canada,Apparel,ME-U Hoodie,22763.559135324347,7930.349132972281,44.6488,-63.5752
2025-10-02,New York,United States,Apparel,Streetwear Cap,6818.9864042677345,1400.2992740956158,40.7128,-74.006
2025-04-17,Miami,United States,Tech Support,Cloud Migration,4312.555574196022,2128.2004111874753,25.7617,-80.1918
2025-05-19,Halifax,Canada,Tech Support,Cloud Migration,7091.357202479573,1468.9167918121286,44.6488,-63.5752
2025-06-28,Halifax,Canada,Tech Support,24/7 Support,16829.23768439777,3559.9883504762934,44.6488,-63.5752
2025-08-17,Miami,United States,Apparel,Streetwear Cap,6448.128264511233,1378.8774405895324,25.7617,-80.1918
2025-10-06,Toronto,Canada,Data Analytics,Quantivo AI License,13083.897251617385,6500.055788424499,43.6532,-79.3832
2025-05-18,Toronto,Canada,Apparel,Streetwear Cap,5053.474655371277,1279.0883080283509,43.6532,-79.3832
2025-12-05,Dartmouth,Canada,Tech Support,Cloud Migration,12244.688678296056,4543.118141316359,44.6662,-63.5682
2025-02-09,Toronto,Canada,Data Analytics,BI Dashboard Pro,13437.517932960129,4384.725621496483,43.6532,-79.3832
2025-12-28,Toronto,Canada,Data Analytics,Server Rack,20080.93402766112,9282.60200805712,43.6532,-79.3832
2025-05-09,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,24079.633948205654,11502.221160794481,44.6662,-63.5682
2025-05-02,Miami,United States,Apparel,Streetwear Cap,7511.295139708653,3285.853764315568,25.7617,-80.1918
2025-03-08,Dartmouth,Canada,Tech Support,Cloud Migration,10923.258305853953,2712.1326305925872,44.6662,-63.5682
2025-06-04,Vancouver,Canada,Data Analytics,Server Rack,2453.4547456589567,596.8148699025521,49.2827,-123.1207
2025-05-29,Dartmouth,Canada,Tech Support,Cloud Migration,10946.114393522768,3202.4177028060894,44.6662,-63.5682
2025-12-07,New York,United States,Apparel,ME-U Hoodie,3623.642485466621,775.6591518569379,40.7128,-74.006
2025-10-06,Toronto,Canada,Tech Support,Cloud Migration,24812.953713483566,7109.20014855449,43.6532,-79.3832
2025-08-26,Dartmouth,Canada,Apparel,ME-U Hoodie,10352.017055974156,4141.502638584936,44.6662,-63.5682
2025-12-09,Vancouver,Canada,Tech Support,Cloud Migration,5890.989795368272,1315.4859300757698,49.2827,-123.1207
2025-01-14,Vancouver,Canada,Tech Support,24/7 Support,10133.600483094262,4123.586597123168,49.2827,-123.1207
2025-11-12,Dartmouth,Canada,Tech Support,Cloud Migration,23592.434927747567,7121.947299872375,44.6662,-63.5682
2025-05-11,Halifax,Canada,Apparel,Streetwear Cap,15844.92724652278,6603.328225244896,44.6488,-63.5752
2025-04-13,New York,United States,Apparel,ME-U Hoodie,5285.675844196195,2289.0167086959345,40.7128,-74.006
2025-07-19,New York,United States,Apparel,Streetwear Cap,7129.248939775461,2330.6300825830144,40.7128,-74.006
2025-01-25,Miami,United States,Tech Support,Cloud Migration,5779.315001811763,2262.772047372731,25.7617,-80.1918
2025-10-04,Dartmouth,Canada,Apparel,ME-U Hoodie,22099.37327662469,8244.286107629472,44.6662,-63.5682
2025-02-08,Halifax,Canada,Apparel,Streetwear Cap,4764.95414522479,1064.12326914319,44.6488,-63.5752
2025-06-20,Dartmouth,Canada,Apparel,ME-U Hoodie,15070.683387425008,6135.335552714066,44.6662,-63.5682
2026-01-24,Miami,United States,Apparel,Streetwear Cap,6780.236651640711,2863.490773823839,25.7617,-80.1918
2025-08-08,Halifax,Canada,Data Analytics,BI Dashboard Pro,2050.922543191833,878.1081151375671,44.6488,-63.5752
2025-11-05,Toronto,Canada,Data Analytics,Server Rack,18778.086700824777,5424.854785705117,43.6532,-79.3832
2025-05-15,Dartmouth,Canada,Data Analytics,Server Rack,3274.7288364892356,1152.8291687369624,44.6662,-63.5682
2026-01-04,Dartmouth,Canada,Tech Support,24/7 Support,20414.783302377138,4409.664922332832,44.6662,-63.5682
2026-01-07,Miami,United States,Tech Support,24/7 Support,5243.042404544799,1067.5414962378372,25.7617,-80.1918
2025-04-28,New York,United States,Tech Support,Cloud Migration,10679.037209074668,3962.248038880759,40.7128,-74.006
2025-04-21,Toronto,Canada,Apparel,ME-U Hoodie,14227.534977425164,6021.0262089034595,43.6532,-79.3832
2025-09-19,Toronto,Canada,Data Analytics,BI Dashboard Pro,3813.9306323236897,1045.640178710583,43.6532,-79.3832
2025-08-06,Dartmouth,Canada,Apparel,Streetwear Cap,24914.368405960693,9378.218007460437,44.6662,-63.5682
2025-05-31,Miami,United States,Data Analytics,Server Rack,3602.518546458688,914.2749187627394,25.7617,-80.1918
2025-07-31,Toronto,Canada,Tech Support,Cloud Migration,4016.153513145788,1157.0177953089549,43.6532,-79.3832
2025-12-28,Halifax,Canada,Data Analytics,Server Rack,1704.0684575209664,713.0919501926123,44.6488,-63.5752
2025-03-22,Vancouver,Canada,Data Analytics,BI Dashboard Pro,22305.913419929635,6982.185807161033,49.2827,-123.1207
2025-04-21,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,14151.083226466879,2860.33904084965,44.6662,-63.5682
2026-01-30,Miami,United States,Data Analytics,Server Rack,5786.9500390215835,2476.2747671757024,25.7617,-80.1918
2025-10-08,Miami,United States,Tech Support,Cloud Migration,18420.867301050508,7457.402940558277,25.7617,-80.1918
2025-09-02,Dartmouth,Canada,Apparel,Streetwear Cap,7723.62722309492,2089.3698869367986,44.6662,-63.5682
2025-10-04,Dartmouth,Canada,Data Analytics,Server Rack,5512.301051427354,1481.1330073326158,44.6662,-63.5682
2026-01-15,Halifax,Canada,Data Analytics,Server Rack,24492.426967429896,10087.026971599988,44.6488,-63.5752
2025-10-23,Vancouver,Canada,Apparel,ME-U Hoodie,4492.722322121158,2181.977536594365,49.2827,-123.1207
2025-06-01,Vancouver,Canada,Apparel,ME-U Hoodie,15814.426501665897,5540.699541106192,49.2827,-123.1207
2025-11-21,Halifax,Canada,Tech Support,Cloud Migration,2085.735212418467,902.4183953225681,44.6488,-63.5752
2025-12-03,Toronto,Canada,Apparel,ME-U Hoodie,2208.175903808277,718.1143806782165,43.6532,-79.3832
2025-09-02,Miami,United States,Apparel,ME-U Hoodie,21372.2676137338,8731.771423267463,25.7617,-80.1918
2026-01-03,Halifax,Canada,Data Analytics,Server Rack,1913.3888244176571,703.6189740681314,44.6488,-63.5752
2025-02-07,Dartmouth,Canada,Apparel,Streetwear Cap,24809.573162045694,10764.825630629104,44.6662,-63.5682
2025-11-23,Toronto,Canada,Tech Support,24/7 Support,9077.612164495553,2381.276301202337,43.6532,-79.3832
2025-02-20,Halifax,Canada,Apparel,Streetwear Cap,5659.414048907855,1539.0393668582556,44.6488,-63.5752
2025-06-30,Vancouver,Canada,Tech Support,Cloud Migration,6942.076043394353,2863.015337538912,49.2827,-123.1207
2025-10-31,Vancouver,Canada,Data Analytics,BI Dashboard Pro,20415.838630149683,4922.992057716148,49.2827,-123.1207
2025-07-01,Halifax,Canada,Apparel,ME-U Hoodie,21573.58888494939,6173.032757067037,44.6488,-63.5752
2025-11-14,Vancouver,Canada,Apparel,ME-U Hoodie,19538.940558281825,7234.314566651206,49.2827,-123.1207
2025-11-25,Dartmouth,Canada,Tech Support,24/7 Support,20497.549789416422,9894.923901907156,44.6662,-63.5682
2025-08-25,Dartmouth,Canada,Tech Support,24/7 Support,17546.020116101103,6793.517633134399,44.6662,-63.5682
2025-04-12,New York,United States,Data Analytics,BI Dashboard Pro,16726.507684092427,7663.137598774177,40.7128,-74.006
2025-02-04,Halifax,Canada,Apparel,Streetwear Cap,9515.49779612564,2281.9238966629446,44.6488,-63.5752
2025-07-21,Halifax,Canada,Apparel,Streetwear Cap,13689.107841586554,3104.0403618432365,44.6488,-63.5752
2025-03-08,Miami,United States,Data Analytics,Server Rack,7849.060421067074,1805.8863828758615,25.7617,-80.1918
2025-03-25,Vancouver,Canada,Apparel,Streetwear Cap,3520.8148761883235,1619.070383239273,49.2827,-123.1207
2025-12-28,Toronto,Canada,Data Analytics,BI Dashboard Pro,12058.529933782394,5569.401253956069,43.6532,-79.3832
2026-01-18,Miami,United States,Apparel,Streetwear Cap,16369.655773162238,3839.7138369397876,25.7617,-80.1918
2025-05-15,Toronto,Canada,Data Analytics,Quantivo AI License,4831.613280963651,1925.9083988683183,43.6532,-79.3832
2025-01-27,Halifax,Canada,Data Analytics,Server Rack,17851.49441515134,8436.898221247606,44.6488,-63.5752
2025-09-14,Toronto,Canada,Data Analytics,Quantivo AI License,16432.453184085174,8083.212836265984,43.6532,-79.3832
2025-10-17,Vancouver,Canada,Apparel,Streetwear Cap,18972.307053997367,8461.461207586257,49.2827,-123.1207
2025-09-30,Miami,United States,Data Analytics,Server Rack,6437.824136208511,2864.9528699000243,25.7617,-80.1918
2025-06-01,Vancouver,Canada,Data Analytics,Server Rack,14030.429409283142,4359.099964208564,49.2827,-123.1207
2025-12-10,New York,United States,Apparel,Streetwear Cap,5262.343716195481,2611.0072924041715,40.7128,-74.006
2025-04-14,Halifax,Canada,Apparel,ME-U Hoodie,23747.380284301616,10952.622709073787,44.6488,-63.5752
2025-11-21,Toronto,Canada,Tech Support,Cloud Migration,23398.3530560493,11189.857592953305,43.6532,-79.3832
2025-07-21,Toronto,Canada,Apparel,ME-U Hoodie,14988.865503163226,5096.122527256579,43.6532,-79.3832
2025-03-31,Halifax,Canada,Data Analytics,BI Dashboard Pro,10427.175023674314,4558.875997801372,44.6488,-63.5752
2025-08-10,Toronto,Canada,Apparel,ME-U Hoodie,24134.14849018405,11213.0081125362,43.6532,-79.3832
2025-12-21,Miami,United States,Apparel,ME-U Hoodie,7883.919900319492,2317.772971056799,25.7617,-80.1918
2026-01-28,Vancouver,Canada,Tech Support,Cloud Migration,7213.850913816063,1520.0506369739232,49.2827,-123.1207
2025-07-27,Halifax,Canada,Apparel,ME-U Hoodie,24277.983853462483,6409.489786171318,44.6488,-63.5752
2025-08-18,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,7845.46896410428,2930.772642831368,44.6662,-63.5682
2025-10-31,Dartmouth,Canada,Apparel,ME-U Hoodie,8362.119308126883,4095.3934512895826,44.6662,-63.5682
2025-01-06,Toronto,Canada,Data Analytics,Server Rack,2592.5771538900194,638.3678028346899,43.6532,-79.3832
2025-12-03,Vancouver,Canada,Data Analytics,Server Rack,2031.8728860021906,437.25647509257095,49.2827,-123.1207
2025-03-07,New York,United States,Tech Support,24/7 Support,5560.63626205708,2353.2060731777483,40.7128,-74.006
2025-08-26,New York,United States,Data Analytics,Quantivo AI License,21761.365792564462,10558.330969788749,40.7128,-74.006
2025-10-07,Halifax,Canada,Apparel,Streetwear Cap,6310.861797890609,2729.329114810834,44.6488,-63.5752
2025-11-17,New York,United States,Apparel,ME-U Hoodie,1784.0266591907339,692.5235093019512,40.7128,-74.006
2025-02-16,Toronto,Canada,Apparel,Streetwear Cap,4692.85113493676,1934.4997371755253,43.6532,-79.3832
2025-04-13,Vancouver,Canada,Data Analytics,BI Dashboard Pro,2539.6867612712485,1090.8452047136877,49.2827,-123.1207
2026-01-06,Toronto,Canada,Tech Support,24/7 Support,2277.5543665923187,741.3392612855002,43.6532,-79.3832
2025-03-19,Halifax,Canada,Apparel,Streetwear Cap,10531.71557075428,5119.851372778433,44.6488,-63.5752
2026-01-31,New York,United States,Apparel,Streetwear Cap,7089.935499416828,1826.6650529061214,40.7128,-74.006
2025-11-01,Miami,United States,Data Analytics,BI Dashboard Pro,8299.29285245605,1721.747290620689,25.7617,-80.1918
2025-02-10,New York,United States,Apparel,ME-U Hoodie,16071.043124798933,6309.610452164784,40.7128,-74.006
2025-05-03,Dartmouth,Canada,Data Analytics,Quantivo AI License,12771.082786929288,3081.1979382046716,44.6662,-63.5682
2025-12-11,Dartmouth,Canada,Data Analytics,Server Rack,13708.496366090603,6488.122426092824,44.6662,-63.5682
2025-04-10,Toronto,Canada,Apparel,ME-U Hoodie,12308.132414577196,5207.183858529965,43.6532,-79.3832
2025-04-21,Toronto,Canada,Data Analytics,Quantivo AI License,19496.88191735087,7916.568427799072,43.6532,-79.3832
2025-06-13,Halifax,Canada,Data Analytics,Quantivo AI License,23483.48260962365,5872.376248783667,44.6488,-63.5752
2025-01-01,Halifax,Canada,Apparel,Streetwear Cap,10430.895487344733,4391.694133821579,44.6488,-63.5752
2025-05-25,New York,United States,Apparel,ME-U Hoodie,23844.94224643828,5076.30903333851,40.7128,-74.006
2025-05-02,New York,United States,Data Analytics,BI Dashboard Pro,8155.716891494703,2597.655519453804,40.7128,-74.006
2025-09-20,Toronto,Canada,Data Analytics,Server Rack,19552.202012338654,5260.0518534855455,43.6532,-79.3832
2025-01-04,Miami,United States,Apparel,ME-U Hoodie,1638.218684438943,604.6902952432873,25.7617,-80.1918
2025-03-12,Halifax,Canada,Apparel,ME-U Hoodie,11000.829382597078,4861.336440275753,44.6488,-63.5752
2025-10-09,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,15064.905780894245,3511.3794081149786,44.6662,-63.5682
2025-05-01,Halifax,Canada,Tech Support,Cloud Migration,18271.24618562029,6966.140707008753,44.6488,-63.5752
2025-01-29,Halifax,Canada,Apparel,Streetwear Cap,24167.07432122366,9148.65155775153,44.6488,-63.5752
2026-01-26,Toronto,Canada,Data Analytics,Server Rack,17161.602535942882,3855.1621081196454,43.6532,-79.3832
2025-02-08,Toronto,Canada,Tech Support,Cloud Migration,4743.577546057066,1817.9773376662695,43.6532,-79.3832
2025-03-20,Miami,United States,Apparel,ME-U Hoodie,24605.153018096596,7728.440269136881,25.7617,-80.1918
2025-01-15,Halifax,Canada,Apparel,Streetwear Cap,22886.24682711286,7189.54388319598,44.6488,-63.5752
2025-01-26,Toronto,Canada,Apparel,Streetwear Cap,6655.061719928434,1775.2496690574794,43.6532,-79.3832
2025-11-03,Halifax,Canada,Data Analytics,BI Dashboard Pro,22083.981059158432,8677.224671671576,44.6488,-63.5752
2025-07-18,Vancouver,Canada,Data Analytics,BI Dashboard Pro,1534.3472080389038,354.6403100606326,49.2827,-123.1207
2025-06-14,Miami,United States,Apparel,ME-U Hoodie,16420.55418775649,5470.950010005824,25.7617,-80.1918
2025-06-15,Dartmouth,Canada,Data Analytics,Server Rack,3397.790357330192,758.4106663612687,44.6662,-63.5682
2025-12-23,Toronto,Canada,Apparel,ME-U Hoodie,11793.15218935625,2977.205712883212,43.6532,-79.3832
2025-10-17,Toronto,Canada,Data Analytics,BI Dashboard Pro,6912.333907662671,1868.9016867551384,43.6532,-79.3832
2025-01-18,Miami,United States,Tech Support,24/7 Support,23957.45237369962,9579.790588919861,25.7617,-80.1918
2025-01-08,Toronto,Canada,Tech Support,24/7 Support,12971.501525375133,2793.4070653362605,43.6532,-79.3832
2025-08-06,New York,United States,Data Analytics,Server Rack,17716.893267345793,4861.972011842784,40.7128,-74.006
2025-08-20,Dartmouth,Canada,Apparel,ME-U Hoodie,3305.702364061008,1290.5351746520182,44.6662,-63.5682
2025-01-19,Halifax,Canada,Apparel,Streetwear Cap,18843.21593670609,8301.85834894358,44.6488,-63.5752
2025-02-22,Halifax,Canada,Apparel,Streetwear Cap,6191.34748768496,2802.144774184841,44.6488,-63.5752
2025-07-09,Dartmouth,Canada,Tech Support,24/7 Support,5590.972693641372,2484.2733807255872,44.6662,-63.5682
2025-04-13,Dartmouth,Canada,Tech Support,Cloud Migration,17153.309374543715,4946.859616477351,44.6662,-63.5682
2025-04-10,Miami,United States,Tech Support,24/7 Support,8976.516547842793,2960.4673364647037,25.7617,-80.1918
2025-11-20,Miami,United States,Data Analytics,Quantivo AI License,11812.459231890558,4402.462426007976,25.7617,-80.1918
2025-11-09,New York,United States,Data Analytics,Quantivo AI License,8057.739004915009,2863.898044737289,40.7128,-74.006
2025-05-07,Toronto,Canada,Tech Support,24/7 Support,9746.964670632458,3877.0730163224785,43.6532,-79.3832
2025-02-09,Halifax,Canada,Tech Support,Cloud Migration,15684.03803622722,3961.3713771014104,44.6488,-63.5752
2025-06-24,Dartmouth,Canada,Apparel,ME-U Hoodie,4941.353330934779,2176.0865943099034,44.6662,-63.5682
2025-11-01,Miami,United States,Data Analytics,Server Rack,17397.123717901304,7721.436716507569,25.7617,-80.1918
2025-11-29,Dartmouth,Canada,Data Analytics,Quantivo AI License,15778.358319886493,4355.114756826347,44.6662,-63.5682
2025-05-08,Vancouver,Canada,Apparel,Streetwear Cap,3525.222905231886,1382.65374311129,49.2827,-123.1207
2026-02-01,Miami,United States,Tech Support,24/7 Support,15057.480041053002,3123.6145377871285,25.7617,-80.1918
